Department Name;Strategic Goal;Measure Title;Measure Description;Measure Methodology;Measure Data Type;Fiscal Year;End Calendar Year;Target;Mid-Year Result;Mid-Year Projection;Full-Year Result;Data Notes
EMERGENCY MANAGEMENT;Invest in the 911 Center;"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";;Percent;FY2018-19;2019;0.95;0.92;0.92;0.914;
EMERGENCY MANAGEMENT;Invest in the 911 Center;"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";;Percent;FY2019-20;2020;0.95;;;0.938;
EMERGENCY MANAGEMENT;Invest in the 911 Center;"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";;Percent;FY2020-21;2021;0.95;0.92;0.92;0.925;
EMERGENCY MANAGEMENT;Invest in the 911 Center;"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";;Percent;FY2021-22;2022;0.95;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";"Percentage of emergency calls answered within 15 seconds (""Answer Time"")";;Percent;FY2022-23;2023;0.95;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2017-18;2018;0.8;0.76;0.73;0.72;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2018-19;2019;0.8;0.76;0.76;0.772;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2019-20;2020;0.8;;;0.843;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2020-21;2021;0.8;0.81;0.81;0.819;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2021-22;2022;0.8;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Percentage of non-emergency calls answered within 1 minute;Volume of non-emergency calls (allied agencies & police non-emergency) answered in the communication center.;Collection Method: Monthly data is retrieved from Symposium Contact Center Manager, which was implemented in December 2006. Data is based on information collected from 01/01/08 thru 12/31/08.;Percent;FY2022-23;2023;0.8;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Invest in the 911 Center;Response to code 3 medical calls (in minutes) in 90th percentile;The goal for received to dispatch for code 3 medical calls is 2 minutes.;Collection Method: Data is retrieved from CARS (CAD Activity Reporting System) Data is based on information collected from 01/01/08-12/31/08. (CARS: Computer Area Reporting System;;;;;;;;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2017-18;2018;32;;;25;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2018-19;2019;30;14;30;;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2019-20;2020;32;;;10;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2020-21;2021;30;5;5;5;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2021-22;2022;25;;;;
EMERGENCY MANAGEMENT;Promote Strategic City initiatives;Number of outstanding DEM tasks in the master improvement plan completed.;Number of outstanding DEM tasks in the Master Improvement Plan that have been resolved in the last 6 months.;Data is collected from Master Improvement Plan and reported out bi-annually.;Numeric;FY2022-23;2023;25;;;;
